code,name,latest_close,rsi,above_ma60,volatility,pullback_5d,pullback_20d,ret_3d,tail_volume_ratio,pm_gain,min_in_am,last_5m_speed,price,pct_chg,volume_ratio,turnover,eps,profit_growth,roe,gross_margin,forecast_type,is_hot_leader,s_pm_gain,s_pct,s_vol_turn,s_trend,s_rsi,s_forecast,s_fundamental,s_hot,s_5m_speed,total_score,sector
000065,北方国际,12.86,53.77358490566038,True,0.30864176955695644,-0.0015527950310559868,-0.05232129697862942,0.05151267375306623,0.8074099127339519,1.1006289308175932,True,0.23382696804363778,12.86,4.298459042984585,3.4664351851851856,3.8078703703703702,0.46,-36.02,4.96,14.2384437891,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,其他
