code,latest_close,rsi,rsi_low_days,boll_pos,vol_ratio,above_ma60,volatility,pullback_5d,pullback_20d,overnight_win_rate,ret_3d,name,is_hot_leader,hot_concept,hot_score,s_rsi,s_boll,s_vol,s_volatility,s_trend,s_flow_1d,s_flow_trend,s_overnight,s_hot,s_fundamental,total_score,sector,s_news
600928,3.76,54.76190476190471,0,0.48585014140060945,1.2372616455038419,True,0.17099630038544847,-0.015706806282722474,-0.048101265822784955,0.45,0.008042895442359255,西安银行,False,,0.0,0.011913627293772216,-0.19021080111814098,0.15779514141126524,1.3835526965254252,0.2792403683301047,0,0,0.16012497189262237,0.0,0,0.3814811008689534,金融,0.0
300323,8.52,55.01858736059478,0,0.4261119521131287,0.8683412775254653,True,0.3708948120819644,-0.053333333333333344,-0.078918918918919,0.4,-0.03945885005636973,华灿光电,False,,0.0,-0.008522833507801364,-0.012821201107173589,1.3229798038330136,-0.8846453730961282,1.7153336911706432,0,0,-0.4060311787277217,0.0,0,0.37863731555704877,科技,0.0
002993,46.64,48.81825590872046,0,0.13227856276958871,1.2655199757321598,True,0.35646872510615674,-0.07036077337054014,-0.16235632183908044,0.35,-0.06887602315831509,奥海科技,False,,0.0,0.48513287716229453,0.8597025232843312,0.06854505975241035,-0.7209561972587581,1.7153336911706432,0,0,-0.9721873293480664,0.0,0,0.37320300746372964,科技,0.0
601860,2.82,61.76470588235284,0,0.7927491899430906,1.4134693653666832,True,0.15063123530454878,0.0,-0.013986013986013957,0.55,0.014388489208633004,紫金银行,False,,0.0,-0.5456328185097254,-1.1015323546173572,-0.3987329074725114,1.6146299612443455,0.2792403683301047,0,0,1.2924372731333111,0.0,0,0.3708570211543409,金融,0.0
002967,23.45,53.427065026362044,0,0.35744372091240995,1.0834787389153142,True,0.3492612967739581,-0.03893442622950816,-0.1204051012753189,0.35,-0.01882845188284521,广电计量,False,,0.0,0.11819040675219952,0.19108571692036846,0.6434974762579317,-0.639175323097735,1.7153336911706432,0,0,-0.9721873293480664,0.0,0,0.36849010358648754,其他,0.0
600502,4.81,73.46938775510193,0,0.8843651604168564,1.0463008632570752,True,0.15569233592094903,-0.008247422680412342,-0.008247422680412342,0.55,0.006276150627614996,安徽水利,False,,0.0,-1.4775318779241484,-1.373581450025138,0.7609187255529614,1.557202927141622,0.2792403683301047,0,0,1.2924372731333111,0.0,0,0.3677360690152198,其他,0.0
002840,9.86,54.02298850574714,0,0.6326295221948454,1.0296731612365415,True,0.18725764702410388,-0.02182539682539686,-0.02279484638255702,0.45,-0.014985014985015033,华统股份,False,,0.0,0.0707443901957913,-0.6260649165424855,0.8134350544068362,1.1990392914869623,0.2792403683301047,0,0,0.16012497189262237,0.0,0,0.3660066785692267,其他,0.0
000672,14.39,49.074074074074076,0,0.39469972630919997,0.8462936660583312,True,0.43530521564129065,-0.10676598386095582,-0.10676598386095582,0.55,-0.037458193979933,上峰水泥,False,,0.0,0.4647652404963895,0.08045585059584584,1.392614177411553,-1.615494001116981,1.7153336911706432,0,0,1.2924372731333111,0.0,0,0.36593552447726213,制造,0.0
600100,9.35,55.82524271844662,0,0.6105628258919858,1.1934382095312985,True,0.33156187460493936,-0.030082987551867335,-0.06593406593406592,0.4,-0.002134471718249653,同方股份,False,,0.0,-0.0727468233117357,-0.5605389527090273,0.2962054865208145,-0.4383444371823147,1.7153336911706432,0,0,-0.4060311787277217,0.0,0,0.36376980540274845,其他,0.0
601163,15.54,62.142857142857125,0,0.6871167586531137,1.2940333742132457,True,0.15917301037472997,-0.007028753993610248,-0.019558359621451138,0.5,0.005174644243208126,三角轮胎,False,,0.0,-0.5757403265831209,-0.7878620717009999,-0.02151062019212501,1.5177085906903687,0.2792403683301047,0,0,0.7262811225129664,0.0,0,0.35995349090098977,其他,0.0
002405,10.68,60.81632653061224,0,0.4314716406700422,0.987269629399904,True,0.3714925092478928,-0.033484162895927705,-0.06724890829694319,0.45,-0.02197802197802201,四维图新,False,,0.0,-0.470125099849487,-0.028736531327828448,0.947360825974586,-0.891427292313392,1.7153336911706432,0,0,0.16012497189262237,0.0,0,0.3562380973148137,其他,0.0
002537,9.09,60.714285714285694,0,0.5266515971717985,1.2375895072669265,True,0.3446762668629187,-0.06864754098360659,-0.06864754098360659,0.45,-0.025723472668810365,海立美达,False,,0.0,-0.46200085163920646,-0.31136870706480174,0.15675963475210686,-0.5871501433947187,1.7153336911706432,0,0,0.16012497189262237,0.0,0,0.34832373955055995,其他,0.0
000555,17.46,59.69498910675381,0,0.5012735084349926,1.135853655063259,True,0.3723798662793582,-0.05876010781671159,-0.060279870828848114,0.5,-0.024035774175517055,神州信息,False,,0.0,-0.38084686897225367,-0.23600972709303558,0.4780784474154057,-0.9014959090767356,1.7153336911706432,0,0,0.7262811225129664,0.0,0,0.3481635924393111,科技,0.0
002507,13.19,52.5179856115108,0,0.4162933541401131,1.3297604164531798,True,0.1766795567270076,-0.013462976813762184,-0.0336996336996338,0.4,0.0,涪陵榨菜,False,,0.0,0.19056915748145023,0.01633464020431961,-0.13434961002557622,1.3190662180935122,0.2792403683301047,0,0,-0.4060311787277217,0.0,0,0.3366314970510605,其他,0.0
