code,latest_close,rsi,rsi_low_days,boll_pos,vol_ratio,above_ma60,volatility,pullback_5d,pullback_20d,overnight_win_rate,ret_3d,name,is_hot_leader,hot_concept,hot_score,s_rsi,s_boll,s_vol,s_volatility,s_trend,s_flow_1d,s_flow_trend,s_overnight,s_hot,total_score,sector
002978,37.48,40.96109839816932,0,0.44006358679977237,1.112353258723905,True,0.44047392790123185,-0.0066260270341903516,-0.13640552995391708,0.5,0.01106015646074976,安宁股份,True,钛白粉概念,2.0,0.6275534375270357,0.0323960075503583,-0.14692645071567562,-1.6687922357045062,0.2522587464519651,0,0,0.5063846598850352,18.76173832188151,1.0644975326963506,其他
002727,13.58,40.94827586206899,0,0.1844811823322205,0.6023556668469027,True,0.2304902582599731,-0.08243243243243248,-0.08243243243243248,0.5,-0.008759124087591164,一心堂,False,,0.0,0.6288899669009506,1.1337706634249793,1.5595669304223212,0.6664445066382649,1.4272534338729603,0,0,0.5063846598850352,-0.0531494003452734,0.9843140174458194,其他
601860,2.76,55.8823529411764,0,0.4940883988917253,0.8564125349364061,True,0.1469585550299456,-0.034965034965035,-0.034965034965035,0.5,-0.014285714285714346,紫金银行,False,,0.0,-0.9277313233304362,-0.20041172015853367,0.7094720069703168,1.59540390079729,1.4272534338729603,0,0,0.5063846598850352,-0.0531494003452734,0.9087810289697033,金融
300298,17.97,45.423728813559315,0,0.3139645089305551,0.672979593334577,True,0.24238207695993705,-0.034390112842557774,-0.06600831600831603,0.5,-0.020708446866485097,三诺生物,False,,0.0,0.16240078843910202,0.5757915076578328,1.3232535340048364,0.53419511786971,1.4272534338729603,0,0,0.5063846598850352,-0.0531494003452734,0.8480259978377873,医药
600757,9.12,54.10958904109585,0,0.42028097890615695,0.6528279219514401,True,0.20868143081060678,-0.05785123966942152,-0.05785123966942152,0.5,-0.005452562704471142,长江传媒,False,,0.0,-0.7429511045863166,0.11764468891605613,1.3906826638319527,0.9089813441655917,1.4272534338729603,0,0,0.5063846598850352,-0.0531494003452734,0.8387112791548226,传媒
601801,6.87,48.57142857142856,0,0.29845130473826165,0.7643137282151107,True,0.23679777120073045,-0.04715672676837723,-0.04715672676837723,0.45,-0.008658008658008587,皖新传媒,False,,0.0,-0.165692901743479,0.6426421578987774,1.017642097543024,0.5962984043379129,1.4272534338729603,0,0,-0.05205823606294699,-0.0531494003452734,0.7704719153021055,传媒
603194,39.16,35.101404056162195,1,0.3375834121865992,1.007964425565806,True,0.25589152688544403,-0.031891223733003904,-0.05978391356542623,0.45,-0.010361384887541125,中力股份,False,,0.0,1.2383260295459497,0.4740111777483687,0.20236706691327963,0.3839559878993618,1.4272534338729603,0,0,-0.05205823606294699,-0.0531494003452734,0.7428425945269123,其他
002777,19.49,39.22155688622751,3,0.26019027981429727,0.9112686706190481,True,0.233150788144346,-0.030830432620586823,-0.07717803030303039,0.35,-0.016649848637739773,久远银海,False,,0.0,0.8088707923516003,0.8075194046201633,0.5259189197631656,0.6368566479695268,1.4272534338729603,0,0,-1.168944027958912,-0.0531494003452734,0.7381608021234617,其他
301571,54.9,28.722280887011635,1,0.2588826992573746,0.811537881816335,True,0.3127643576084977,-0.046875,-0.0921117909707293,0.45,-0.0014550745725717684,国科天成,False,,0.0,1.903240164213157,0.8131541277495165,0.8596262424999888,-0.24852902473240213,1.4272534338729603,0,0,-0.05205823606294699,-0.0531494003452734,0.7241992339452434,其他
300130,26.72,38.901601830663594,3,0.26310255450439574,0.7363773582173831,True,0.2584474171907465,-0.031182015953589493,-0.07671043538355227,0.35,-0.019449541284403682,新国都,False,,0.0,0.842220616968799,0.7949696144994322,1.1111194614628945,0.355531830151586,1.4272534338729603,0,0,-1.168944027958912,-0.0531494003452734,0.7221616491816695,其他
