code,ret_20d,ret_5d,volatility_20d,drawdown_20d,latest_close,roe,gross_margin,revenue_growth,net_profit_growth,debt_ratio,eps,bps,prev_eps,report_date,industry,name,pe,pb,ret_20d_adj,momentum_crash,revenue_growth_adj,net_profit_growth_adj,industry_group,composite_score,pe_raw,pb_raw,roe_raw,revenue_growth_raw,net_profit_growth_raw,volatility_raw,ret_20d_raw,ret_5d_raw,drawdown_raw,prev_eps_raw
688169,-0.8912500222852464,-0.08326724821570175,0.13503891004840637,-0.09746258945998698,138.72,-0.7119204134864483,0.9865366307513284,2.1450639021009965,-1.0475596260590303,0.997492676029608,4.03,53.102968245072,10.77,2025-09-30,未知,石头科技,0.25143137998039816,0.45741119375342537,-0.062259176637598945,False,72.2156099461,-29.5094639804,其他,0.1998737319578307,34.42183622828784,2.6122833541018364,7.78,72.2156099461,-29.5094639804,0.27283350821987407,-0.062259176637598945,-0.08326724821570175,-0.09746258945998698,10.77
300832,-1.258800340429757,-0.032721010332950606,0.6105880610441131,-0.10815102328863802,50.55,0.3226553319314972,1.6325537962969177,-0.5948355314929311,-0.8610936219380834,1.8296664824936995,1.5334,11.129723234274,2.3271,2025-09-30,未知,新产业,0.28573982886712085,0.06554741386311985,-0.0948970456580126,False,0.3908405728,-12.9220715352,其他,0.16464658722889258,32.965958001826,4.541891917341771,13.81,0.3908405728,-12.9220715352,0.20007952248920874,-0.0948970456580126,-0.032721010332950606,-0.10815102328863802,2.3271
603296,-0.3232375160355803,0.011763375183802882,-0.3303235634181018,-0.04075067024128687,89.45,0.1905453279560711,-1.147016099990729,2.043733461961611,0.4168695842529567,-1.24580874245932,3.07,24.483834056776,2.89,2025-09-30,未知,华勤技术,0.3759755374502,0.2459755242315704,-0.01182059213433484,False,69.5592951178,51.1679206819,其他,0.1397737717010324,29.136807817589577,3.6534310677230044,13.04,69.5592951178,51.1679206819,0.3440290401292037,-0.01182059213433484,0.011763375183802882,-0.04075067024128687,2.89
601298,0.11926069373906828,0.020742358078602585,0.24406975316287347,-0.06124497991967881,9.35,-0.4219646904754485,0.5864743673749192,-0.538849406969651,-0.47712676045713864,1.1734595196946176,0.64,6.988528848423,0.81,2025-09-30,未知,青岛港,0.7183212619884709,0.7162108477618734,0.027472527472527375,False,1.8584822069,6.3339078582,其他,0.13422852427286047,14.609375,1.3379067616083289,9.47,1.8584822069,6.3339078582,0.2561529434716385,0.027472527472527375,0.020742358078602585,-0.06124497991967881,0.81
601127,-1.0165508893944204,-0.017123287671232945,-0.08702768656942876,-0.09625531914893615,106.19,2.0795468133709267,0.03959057131355581,-0.4699345050517517,0.02591161776090734,-1.2968709948918662,3.34,17.021637968134,3.94,2025-09-30,未知,赛力斯,0.3133713941818519,-0.27900486749292286,-0.0733856893542757,False,3.6650437456,31.5613366204,其他,0.11755115834878567,31.793413173652695,6.238530052089992,24.05,3.6650437456,31.5613366204,0.30680734660811093,-0.0733856893542757,-0.017123287671232945,-0.09625531914893615,3.94
601018,1.2696996324785885,0.038929440389294134,0.6217220369737458,-0.011574074074074292,4.27,-1.207761856978631,0.13112416523082024,-0.4609471487093133,-0.6955467295900207,1.1372252414235038,0.199,4.093075608444,0.25,2025-09-30,未知,宁波港,0.5569470377705146,0.7753598772166829,0.12962962962962954,False,3.900641734583334,-4.61987708175,其他,0.09124927874922173,21.4572864321608,1.043225292782524,4.89,4.6807700815,-5.5438524981,0.19837614204112256,0.12962962962962954,0.038929440389294134,-0.011574074074074292,0.25
001391,-0.4357563431320362,-0.021812080536912748,1.0320667993175856,-0.04893964110929849,5.83,-0.8131475593896965,-0.8351418111627317,-0.22249953219217009,0.18876171144480317,1.8296664824936995,0.15,2.137349762693,0.18,2025-09-30,未知,国货航,0.1466868792841602,0.43397709946769686,-0.021812080536912748,False,10.15139855214,39.72828633084,其他,0.06606028804542774,38.86666666666667,2.7276770988826677,7.19,16.9189975869,66.2138105514,0.13130423308722647,-0.021812080536912748,-0.021812080536912748,-0.04893964110929849,0.18
600377,-0.06750799741067676,0.004159733777038266,0.9198105508680083,-0.031300160513643704,12.07,-0.39279754674061423,0.6655969649008316,-0.9020018181026437,-0.7402087758370256,0.27683336281715115,0.7617,7.996219314066,0.9819,2025-09-30,未知,宁沪高速,0.6891764680742295,0.6813712358276705,0.010887772194305034,False,-7.6613336875,-6.8596835038,其他,0.06344520077397642,15.846133648418013,1.5094633508573094,9.64,-7.6613336875,-6.8596835038,0.15277175511091814,0.010887772194305034,0.004159733777038266,-0.031300160513643704,0.9819
600027,0.214483345597666,0.06134969325153383,0.9015900931125681,-0.005747126436781436,5.19,0.13735818349843237,-1.0988384526035466,-0.9805631601881181,-0.28706535376878733,-0.5294179753314661,0.54,4.192375428595,0.46,2025-09-30,未知,华电国际,0.8361076798615125,0.7365076427923238,0.03592814371257491,False,-9.7207706901,15.865507842,其他,0.0361927922647506,9.61111111111111,1.2379616492837182,12.73,-9.7207706901,15.865507842,0.15555929225775128,0.03592814371257491,0.06134969325153383,-0.005747126436781436,0.46
600027,0.214483345597666,0.06134969325153383,0.9015900931125681,-0.005747126436781436,5.19,0.13735818349843237,-1.0988384526035466,-0.9805631601881181,-0.28706535376878733,-0.5294179753314661,0.54,4.192375428595,0.46,2025-09-30,未知,华电国际,0.8361076798615125,0.7365076427923238,0.03592814371257491,False,-9.7207706901,15.865507842,其他,0.0361927922647506,9.61111111111111,1.2379616492837182,12.73,-9.7207706901,15.865507842,0.15555929225775128,0.03592814371257491,0.06134969325153383,-0.005747126436781436,0.46
