code,name,latest_close,rsi,above_ma60,volatility,pullback_5d,pullback_20d,ret_3d,price,open,prev_close,gap_pct,volume_ratio,turnover,is_auction_signal,eps,profit_growth,roe,gross_margin,forecast_type,is_hot_leader,s_gap,s_volume_ratio,s_auction,s_trend,s_rsi,s_forecast,s_fundamental,s_hot,s_turnover,total_score,sector
300184,力源信息,11.19,54.44015444015442,True,0.3196839613339182,-0.004448398576512469,-0.026956521739130435,0.014505893019038929,11.39,11.39,11.19,1.787310098302065,4.467592592592593,4.774305555555555,0,0.1351,55.49,4.09,9.7782538644,,0,0.7071067811865471,0.7071067811865476,0.0,0.7071067811865475,0.7071067811865475,0.0,0.14142135623730953,0.0,0.7071067811865475,0.4808326112068521,科技
002896,中大力德,83.65,59.015455065827176,False,0.32270620549350937,-0.0807692307692307,-0.08409066024307443,-0.04027076640660843,83.87,84.85,83.65,1.4345487148834293,3.3391203703703702,0.9490740740740742,0,0.29,0.48,4.83,27.3473902436,,0,-0.7071067811865478,-0.7071067811865476,0.0,-0.7071067811865475,-0.7071067811865475,0.0,-0.14142135623730948,0.0,-0.7071067811865475,-0.3846660889654819,其他
