code,name,latest_close,rsi,above_ma60,volatility,pullback_5d,pullback_20d,ret_3d,price,open,prev_close,gap_pct,volume_ratio,turnover,is_auction_signal,eps,profit_growth,roe,gross_margin,forecast_type,is_hot_leader,s_gap,s_volume_ratio,s_auction,s_trend,s_rsi,s_forecast,s_fundamental,s_hot,s_turnover,total_score,sector
300184,力源信息,11.41,55.97014925373135,True,0.32440235711087356,-0.014680483592400706,-0.014680483592400706,0.037272727272727346,11.41,11.39,11.19,1.787310098302065,4.357638888888889,4.681712962962963,0,0.1351,55.49,4.09,9.7782538644,,0,0.7071067811865471,0.7071067811865476,0.0,0.7071067811865475,0.0,0.0,0.14142135623730953,0.0,0.7071067811865475,0.4101219330881974,科技
002896,中大力德,83.76,56.47416413373866,False,0.32029548777051436,-0.07956043956043946,-0.082886236723968,-0.016670579948344755,83.76,84.85,83.65,1.4345487148834293,3.287037037037037,0.8043981481481481,0,0.29,0.48,4.83,27.3473902436,,0,-0.7071067811865478,-0.7071067811865476,0.0,-0.7071067811865475,0.0,0.0,-0.14142135623730948,0.0,-0.7071067811865475,-0.3280975464705581,其他
